Nhỏ gọn, điện thoại vô cùng thông minh, cấu hình tốt, chất lượng bền.\n,,,,,,,,,,,,,,,,
G10 la may tot nhat cua dong G\n,,,,,,,,,,,,,,,,,,,
Nghe gọi tốt, pin trâu.\nCó quay số giọng nói\nTải được nhiều java game khá hay, chơi được opera mini 3\n,,,,,,,,,,,,,,,,,
rẻ, dễ sử dụng, trọng lượng nhẹ.\n,,,,,,,,,,,,,,,,,
Xe có thiết kế đẹp, phù hợp với dân văn phòng nhất là nữ. Động cơ chạy êm hơn dòng xe của các hãng khác cũng giá tiền\n,,,,,,,,,,,,,,,,,,
Chụp ban ngày hình ảnh rất đẹp và nét\nJá rẻ so với chất lượng sản phẩm\n,,,,,,,,,,,,,,,,,,,
Hệ điều hành mới ios7 khá mượt, màn hình to hơn, dài\n,,,,,,,,,,,,,,,,,
Hệ điều hành windowphone 8 nhanh, nhạy\nThiết kế đẹp so với số tiền <2,5 triệu\nMàn hình hiển thị tốt\nCảm ứng nhạy\n,,,,,,,,,,,,,,,,,
chụp ảnh và quay phim chất lượng tốt\ncảm ứng nhạy\n,,,,,,,,,,,,,,,,,,,
là 1 smartphone tốt, âm thanh sống động thiên về giải trí và email tuy nhiên dịch vụ email cho bb ở Việt Nam còn nhiều hạn chế\ncó 3g\n,,,,,,,,,,,,,,,,,,
- Pin cực khủng 3300mAh đảm bảo bạn có thể đàm thoại 21h trên chiếc điện thoại này không nghỉ," thời lượng pin chờ 380h và là chiếc smartphone đầu tiên có thể \nhét\"" số lượng pin lớn như vậy!\n""",,,,,,,,,,,,,,,,,,
Nhiều chức năng\n,,,,,,,,,,,,,,,,,,,
Dành cho người nào ưa thích chụp ảnh, camera 5.0 .Lướt web khá nhanh (nhanh hơn nokia 5230), dùng rất bền\n,,,,,,,,,,,,,,,,,
Đẹp thời trang,cảm ứng tốt,cầm đầm tay,pin khá.\n,,,,,,,,,,,,,,,,
Hệ điều hành Android OS, v2.3 (Gingerbread) thông minh, Bộ vi xử lý Qualcomm Snapdragon MSM8260 (1.5 GHz Dual-Core) khủng, Màn hình16M màu-TFT LED-backlit LCD Touchscreen (Cảm ứng) đọ phân giải cao rất mượt, ích hợp NFC và có thẻ thông minh SmartTag, cấu hình cao,nhiều ứng dụng thông minh, lướt web cức nhanh, chơi game cực đã, nghe nhạc cực đỉnh... camera cho hình ảnh cực nét\n,,,,,,,,,,
Máy thiết kế mỏng, đẹp, sang trọng\n- Hệ điều hành Symbrian đầy đủ chức năng\n- Camera 3.2 có đèn flash cho chất lượng khá\n- Nghe nhạc hay, kết nối wifi tốc độ ổn định\n- Pin xài lâu\n,,,,,,,,,,,,,,,,
loại 2 sóng đầu tiên của nokia có giá rẻ\n,,,,,,,,,,,,,,,,,,,
bàn phím dễ dùng\n,,,,,,,,,,,,,,,,,,,
Thiết kế đẹp thời trang\nTính năng kết nối mạng xã hội và hộp thư điện tử\nCho phép đọc các văn bản định dạng word, excel\nCho phép tùy biến các wildgets\n,,,,,,,,,,,,,,,,,,
Bàn phím nên dễ sử dụng , âm thanh tốt. Ko sợ bị out máy.màu sắc so với các máy dáng thẳng khác thì ok hơn nhìu nha.\n,,,,,,,,,,,,,,,,,,
mạnh mẻ,cá tính,nhiều chức năng\n,,,,,,,,,,,,,,,,,
Giá rẻ, hợp với túi tiền của học sinh\nkiểu dáng, bàn phìm cũng có thể nói là tạm được\nmàn hình to, rõ ràng, bộ nhớ trong lớn, ứng dụng cũng nhiều\n,,,,,,,,,,,,,,
máy tính tốt\n,,,,,,,,,,,,,,,,,,,
xe thời trang, kiểu dáng rất đẹp\n,,,,,,,,,,,,,,,,,,
Pin trâu\nCó đèn báo hiệu,,,,,,,,,,,,,,,,,,,
Phím của bold cảm ứng mượt, không lo vấn đề Trackball thường xuyên bị bẩn.\nNhỏ gọn, đầy đủ các chức năng cần thiết cho doanh nhân cũng như nhu cầu giải trí cho sinh viên.\nmáy ảnh chụp net như các loại nokia mà 5m.p\nCác phím hai bên hông nằm chìm vào lớp viền cao su của thân máy, cầm máy trên tay có cảm giác chắc chắn hơn.\nQuá tuyệt vời cho 1 smartphone với cái giá sinh viên như vậy\n,,,,,,,,,,,,,,,,
cầm rất vừa tay, chụp hình và quay phim rất tuyệt hình ảnh sắc nét\ngiá cả hợp lý, máy rất bền\n,,,,,,,,,,,,,,,,,
động cơ tốt\n,,,,,,,,,,,,,,,,,,,
Thiết kế sắc xảo, nam tính thời trang và sang trọng.\n- cấu hình cao, tích hợp nhiều tính năng mới và mạnh nhất trên thị trường\n- màn hình sắc nét, rực rỡ cho cảm giác rất đẹp\n- cảm ứng siêu nhạy giúp các thao tác mượt mà\n- chạy game , ứng dụng mượt mà không độ trễ\n- đa nhiệm cực ổn định và mượt mà\n- với kho ứng dụng khổng lồ bạn chẵng bao giờ thiếu gì khi sỡ hữu s2\n- camera xuất sắc với hình ảnh, video chất lượng cao\n,,,,,,,,,,,,,,
Máy chụp hình đẹp,độ phân giải của máy tốt,màu sắc đẹp.\ngiá cũng tốt mọi người nên mua.\n,,,,,,,,,,,,,,,,,
nghe nhạc hay, kiểu dáng đẹp\n,,,,,,,,,,,,,,,,,,
dong co ok,minh thich muon mua ma k co tien\n,,,,,,,,,,,,,,,,,,
- Điện thoại đầu tiên dùng Bluetooth 4.0. Bluetooth 4.0 có thể tương thích với các phiên bản cũ hơn do đó, người dùng iPhone 4S có thể sử dụng các tai nghe Bluetooth công nghệ thấp hơn 4.0. Tính năng quan trọng nhất của Bluetooth 4.0 là công nghệ này tiêu tốn ít điện năng\n- Ra lệnh bằng giọng nói Siri chỉ có trên iPhone 4S.\n- Thiết kế của iPhone 4S không có gì khác so với iPhone 4 nhưng hiệu suất hoạt động cao hơn\n- Hệ thống notification tốt hơn Android\n- iMessage là đối thủ nặng ký của BlackBerry Messenger.\n- Vi xử lý lõi kép, camera 8 Megapixel và dung lượng nâng lên 64GB.\n- Kho ứng dụng lớn nhất thế giới\n\n,,,,,,,,,,,,,,,,,
- Cấu hình mạnh\n- Hiệu năng mượt mà\n- Thiết kế đẹp, cứng cáp\n- Giá tốt\n,,,,,,,,,,,,,,,,,,
cau hinh manh me, sieu mong nua chu\n,,,,,,,,,,,,,,,,,,
Tiết kiệm nhiên liệu\nBền\nLứot êm\n,,,,,,,,,,,,,,,,,,,
Loại này dùng thì rất bền , mọi thứ khác cũng đều ổn\n,,,,,,,,,,,,,,,,,,
giao diện 4. đẹp\nkiểu dáng bắt mắt\nchạy chương trình khá\ncó thể tương thích với nhiều ứng dụng\n,,,,,,,,,,,,,,,,,,,
Thiết kế độc đáo, hiệu ứng âm thanh hay, màn hình cảm ứng đẹp và nhạy. Hệ điều hành window phone mượt và đẹp.\n,,,,,,,,,,,,,,,,,
đẹp.tính năng vượt trôi. giá cả hợp lý.\n,,,,,,,,,,,,,,,,,,,
tải nặng tốt, có phiếu thùng ra vào thành phố, bền bỉ, máy 3.907 công suất lớn, gầm chắc chắn, xe chạy đằm, khả năng chở quá tải tốt, khả năng thăng bằng cao, màu sơn đẹp lâu xuống màu công năng phù hợp với địa hình Việt Nam.\nNhược điểm:,,,,,,,,,,,
man hjh rong , choi game net1\nchup hjh cug dc\n,,,,,,,,,,,,,,,,,,
Thiết kế đẹp , cảm ứng nhạy , pin lâu, camera ok.\n,,,,,,,,,,,,,,,,
-giá rẻ\n-có wiffi, 3G\n-đẹp\n-máy ảnh 5 mp. chụp ảnh nét, hình ảnh đẹp\n-nghe nhạc ổn\n-cảm ứng khá nhạy\n-màn hình cảm ứng 3” và một bàn phím ảo lớn có khả năng chuyển thành bàn phím QWERTY nếu người dùng xoay ngang máy trong lúc đang soạn email hay tin nhắn\n- Giao diện linh hoạt\n,,,,,,,,,,,,,,,,,
nhỏ gọn, độ phân giải lớn\n,,,,,,,,,,,,,,,,,,
Thiết kế đẹp, tinh tế.\nMàn hình rộng 4.7inch cho hiển thị sống động.\nMạnh mẽ với chip lõi tứ.\nChuyển đổi nhanh chóng, linh hoạt giữa 2 sim.\nGiao diện cử chỉ thông minh (lắc để cập nhật ứng dụng, úp để tắt âm thanh).\n,,,,,,,,,,,,,,,,
Công nghệ centrino hỗ trợ bạn làm việc khi di chuyển rất tốt. Máy chạy khá mượt với WindowsXP. Chạy các ứng dụng văn phòng khá tốt, lướt web nhanh. Nếu biết tùy chỉnh máy có thể chạy khá nhanh không thua Duo Core. Máy dùng khá bền. Nhìn chung thiết kế cũng khá đẹp dù có phần hơi thô.\n,,,,,,,,,,,,,,,,,,
dòng blackberry nào cung có nhiều ứng dụng lắm đó\n,,,,,,,,,,,,,,,,,,,
xe có mẫu mã đẹp, máy chạy rất êm, xe mới ít hao xăng,\n,,,,,,,,,,,,,,,,
ÊM RU\nTHẤY LÀ MÊ\n,,,,,,,,,,,,,,,,,,,
Màn hình Full HD rộng, đẹp, sắc nét. Nhiều tính năng phong phú và thú vị. Cấu hình mạnh, hiệu năng tốt. Thời lượng pin đủ hỗ trợ cả ngày. Mỏng nhẹ, dễ chịu khi cầm trên tay. Camera chụp đẹp trong điều kiện bình thường.\nNhược điểm:,,,,,,,,,,,,,,,
Mỏng, đẹp, cấu hình mạnh chạy rất mượt mà\n,,,,,,,,,,,,,,,,,
máy cấu hình cao 1.6 với 4 nhân nên mạnh mẽ\nxử lý đồ họa tốt\n,,,,,,,,,,,,,,,,,,,
Mẫu mả đẹp\nMàn hình lớn hơn\nTốc độ chuẫn\n,,,,,,,,,,,,,,,,,,,
máy nhẹ. chụp sắc nét. giá thành phải chăng\n,,,,,,,,,,,,,,,,,,,
tốt\n,,,,,,,,,,,,,,,,,,,
kiểu dáng đẹp\nchụp anh tương đối nét với ánh sáng tốt\n,,,,,,,,,,,,,,,,,,,
Thiết kế đẹp.\nMàn hình cảm ứng nhạy.\nCấu hình mạnh.\nNhiều tính năng hay từ Nokia\n,,,,,,,,,,,,,,,,,,,
Màn hình 16M màu-ASV Touchscreen (Cảm ứng)\nKích thước màn hình 4inch\nĐộ phân giải màn hình 640 x 960 pixels\nCPU\nSố lượng Cores Dual Core\nBộ vi xử lý ARM Cortex A9 (1 GHz Dual-core)\nGPU\nBộ xử lý đồ hoạ :Mali-400\nBộ nhớ trong :16GB\nRAM :1GB\nCấu hình so với giá 11.000.000Đ là rất tốt. Với cầu hình này có thể xài hết các ứng dụng mới nhất hiện nay\n,,,,,,,,,,,,,,,,,,,
chất lượng tốt\n,,,,,,,,,,,,,,,,,,,
- Màn hình khá to, cho phép hiển thị nhiều thứ.\n- Độ phân giải màn hình cao.\n- Bộ nhớ trong cũng cao.\n- Ram tương đối.\n- Có khe cắm thẻ nhớ.\n- Có thể kết nối với usb.\n- Chụp ảnh full hd nhưng chưa thực sự xuất sắc.\n- Công nghệ 3g, 4g.\n- Cảm biến gia tốc, tự xoay màn hình.\n- Android mới.\n,,,,,,,,,,,,,,,,
để mình tìm hiểu xem đã\n,,,,,,,,,,,,,,,,,,,
Kiểu dáng mỏng đẹp, màu đen lịch lãm\n,,,,,,,,,,,,,,,,,,
Kiểu dáng, thiết kế tốt.\nHoạt động ổn định, không lỗi vặt, màn hình sáng, rõ, cảm ứng nhạy.\nPin có thể sử dụng khoản 2 ngày\n,,,,,,,,,,,,,,
giá rẻ, chất lượng tốt, mình đang dùng máy này, lại được bảo hành 2 năm, so với các dòng máy khác cùng giá thành sản phẩm có rất nhiều điểm hơn cấu hình core 3 khá mạnh, bộ nhớ với dung lượng lớn\n,,,,,,,,,,,,,,
- Tích hợp bbhub cho bạn kiểm tra bất kỳ thông tin cần thiết.\n- BB10 cho phép sử dụng đa nhiệm trên máy.\n- Bàn phím hơi nổi dễ bấm.\n- Cảm ứng mượt dễ sử dụng.\n- Dễ dàng soạn thảo văn bản bằng Word, excel, powerpoint.\n,,,,,,,,,,,,,,,,,
máy đẹp,giá rẻ,phù hợp với mọi tầng lớp,các chức năng cần thiết xử dụng tốt\n,,,,,,,,,,,,,,,,
Giá cả hợp lý,,,,,,,,,,,,,,,,,,,
Đẹp,,,,,,,,,,,,,,,,,,,
pin tốt , mượt mà ,\n,,,,,,,,,,,,,,,,,
Màn hình rộng, sáng, sử dụng công nghệ Super AMOLED,\nCấu hình cao, cảm ứng đa điểm mượt mà.\nSamsung Galaxy S III xứng đáng là đối thủ đáng gờm của iPhone 4S và iPhone 5.\n- Có nhiều ứng dụng hữu ích\n- Dịch vụ bảo hành chu đáo\n,,,,,,,,,,,,,,,
máy chắc chắn đầm tay\nChụp sắc nét, sử lý tương phản tốt, mầu sắc trung thực\nChụp macro rất tốt\n,,,,,,,,,,,,,,,,,
Hình dáng đẹp, màn hình sắc nét\n,,,,,,,,,,,,,,,,,,
có hệ điều hành, kiểu dáng đẹp, màn hình có nhiều màu, khá sắc nét\n,,,,,,,,,,,,,,,,
kiểu dáng thanh gọn, pin tốt\n,,,,,,,,,,,,,,,,,,
Chất lượng tốt mà giá thành lại rẻ, mẫu mã đẹp.\n,,,,,,,,,,,,,,,,,,
Thân thiện với người sử dụng, wifi mạnh, lướt web nhanh. Máy khá bền so với các dòng samsung cảm ứng khác\n,,,,,,,,,,,,,,,,,
- Màn hình cảm ứng 3,2 inch, độ phân giải 360 x 640 pixel, tỷ lệ 16:9\n- Mạnh về kết nối với 3G, Wi-Fi và GPS\n- Nghe nhạc hay với nhiều trang bị như giắc cắm tai nghe, điều khiển từ xa, download nhạc và âm thanh tốt.\n- Nhiều phụ kiện đi kèm\n,,,,,,,,,,,,,
Tất cả trong 1,,,,,,,,,,,,,,,,,,,
đẹp mỏng bền, cấu hình mạnh\n,,,,,,,,,,,,,,,,,,
Mình đánh giá cao về màu sắc và kiểu dáng khi nằm nghiêng.\nSự thực thì nói là 16M màu hay dùng màn hình Amode led thì cũng chỉ là để nhấn mạnh cho việc màu sắc giao diện khá đẹp.\nViệc hỗ trợ công nghệ chip góp phần khẳng định cấu hình khủng cho những tín đồ yêu công nghệ.\nViệc trang bị hệ điều hành Ice Cream là một trải nghiệm thực sự ấn tượng\n,,,,,,,,,,,,,,,,,,,
Màn hình có độ phân giải khá cao. Camera 8.0 đã làm cho người dùng thỏa mãn nhu cầu chụp ảnh. Hơn nữa, với chíp lõi kép. Đảm bảo cho việc xử lí chương trình đang chạy rất tốt. Kiểu dáng cũng rất đẹp\nNhược điểm:,,,,,,,,,,,,,,,,,,
Cấu hình máy cực mạnh, chơi game đồ họa tốt, mọi thứ đều OK, nhìn bề ngoài đẹp, sang và quý phái\n,,,,,,,,,,,,,,,
chup anh good. nghe nhac dc. văn phong ngon,,,,,,,,,,,,,,,,,,,
Chụp net\n,,,,,,,,,,,,,,,,,,,
Kiểu dáng dẹp\nỨng dụng hay\ncamera 5.0Mp\nGiá 1tr4 thì mua xài cũng không quá tệ\n,,,,,,,,,,,,,,,,,,,
hệ điều hành android thông dụng, chạy ứng dụng tốt\n,,,,,,,,,,,,,,,,,,
Chống nước, bụi bẩn và va đập, thích hợp với người phải thường xuyên di chuyển\n,,,,,,,,,,,,,,,,,
Đẹp, nhiều chức năng, chơi game đã, chụp hình rõ\n,,,,,,,,,,,,,,,,
Dùng zoom tốt, chất lương nét\n,,,,,,,,,,,,,,,,,,
Thiết kế đẹp và hiện đại với nhiều màu sắc để lựa chọn\nMàn hình rộng với độ phân giải cao\nMức giá hợp lý\n,,,,,,,,,,,,,,,,,,,
Dáng đẹp, mỏng và nhiều ứng dụng vượt trội\n,,,,,,,,,,,,,,,,,,
_Màn 4,3in sắc nét, thiết kế rất đẹp mắt\n_Cấu hình tốt chạy mượt hầu hết tất cả các ứng dụng\n_Giá thành càng ngày càng giảm mạnh\n_Nghe nhạc hay với BeatAudio\n_Chụp ảnh đẹp\n,,,,,,,,,,,,,,,,,
Đã được người tiêu dùng lựa chon tai Việt Nam trong mấy năm nay. giá thành rẻ động cơ tốt chạy tốt trên đường bằng và đường dài chịu quá tải tốt\n,,,,,,,,,,,,,,,,,,,
: Mỏng và gọn gàng là điều dễ thấy nhất của 5310 này.\nBền, kiểu dáng đẹp với nhiều màu sắc để lựa chọn.\nLoa rất chuẩn, nghe nhạc cực hay và tiện lợi với jack cắm 3.5. Có thể mở nhạc theo thư mục, phím phát nhạc ở ngoài có thể phát nhạc bất kỳ khi nào kể cả khi đang nhắn tin dở.\nSạc chân kim rất thông dụng và lỗ cắm sạc ở bên có thể không bị tuột ra nếu rơi ở trên cao ví dụ như trên nóc tủ mà rơi thì có thể không bị tuột.\nPhím mềm mại nhắn tin thì tuyệt vời. Nghe gọi cũng chuẩn.\nVới giá tiền dưới 2 triệu thì Camera 2.0 là tạm được.\n,,,,,,,,,,,,,,,,
Dòng Dell nhìn đẹp, phong cách, bền\n,,,,,,,,,,,,,,,,,
máy nhìn độc và lạ,khá cá tính và đẹp\n,,,,,,,,,,,,,,,,,,
Máy thiết kế đẹp thoải mái khi cầm tay, pin dung lượng cao, cso thể thực hiện đa tác vụ cùng lúc, pin dung lượng khá cao\n,,,,,,,,,,,,,,,,
Rẻ, kiểu dáng bắt mắt.\n,,,,,,,,,,,,,,,,,,
máy ảnh tốt, chạy mượt, pin cầm lâu, nhỏ gọn.\n,,,,,,,,,,,,,,,,
Mình thích Dell bởi tính năng động và khả năng làm việc rất tốt, máy chạy ổn định hơn các dòng khác.\n- Pin dùng lâu\n- Xử lý đồ họa mạnh mẽ\n- Không kén driver\n,,,,,,,,,,,,,,,,,,
Sản phẩm rất tốt\nCấu hình mạnh lướt web nhanh, media thì nhanh ( có nút media ở ngoài ), dán thêm keo inox thì rất sành điệu, trượt lại rất phong cách\nỨng dụng đầy đủ, chụp hình đẹp, có đèn flash, game N-gage, và nay hàng này cũng hiếm, rất nổi bật nếu chỉ có 1 vài người xài :D\n,,,,,,,,,,,
Màn hình rộng, Pin tốt, Các tính năng như lướt web, cảm ứng, Camera đều khá tốt. Đặc biệt giá cả rất phải chăng. Tôi thích nó\n,,,,,,,,,,,,,,,
Màn hình cảm ứng\nBộ nhớ tới 189 MB (khá ổn)\nCó 3G, wifi\n,,,,,,,,,,,,,,,,,,
- Giá rẽ, nhỏ gọn dễ sử dụng\n- Lấy nét tốt\n- Xóa phông tốt\n- Màu sắc rất chuẩn, thích hợp chụp chân dung giành cho anh em mới vào nghề\n,,,,,,,,,,,,,,,,,
gia ca phu hop voi ntd\n,,,,,,,,,,,,,,,,,,,
Màn hình độ phân giải cao cho hình ảnh sống động\nCamera 8. khụp ảnh khá tốt, tuy không so sánh đc với 1 số camera cùng thông số nhưng nói về chất lượng tương đối hài lòng.\nnhiều ứng dụng khá hay và tiện ích...\nXem phim thì khỏi chê\nCó jack cắm tivi out (chưa thử nhưng có vẻ hay)\nCó kết nối như 1 usb 3g (đã test thử tốc độ khá cao down đc vài trăm Kb/s) :D\n,,,,,,,,,,,,,,,,,,
cam ung tot 3G chay ngol\n,,,,,,,,,,,,,,,,,,,
- Thiết kế tốt, nhiều nâng cấp so với các smartphone đi trước của Nokia.\n- Camera 12 Megapixel chụp ảnh đẹp và quay phim HD ấn tượng.\n- GPS với Ovi Maps bản đồ Việt Nam.\n- Kết nối ổn định, nhanh.\n- Màn hình sáng.\n- Giá tốt.\n,,,,,,,,,,,,,,,,,
Thiết Kế đẹp và sang trọng.\nHệ Điều Hành Cực Kỳ Thông Minh\nTiện dụng với các phím tắc.\nHoạt động đa nhiệm cực tốt.\nNhắn tin thì miễn chê\n,,,,,,,,,,,,,,,,,,,
Mẫu mã đẹp đó chứ, xài tốt.\n,,,,,,,,,,,,,,,,,,
kiểu dang đẹp, chất lượng tốt, man hình rộng, rất phù hợp với ai không đòi hỏi ứng dung cao wifi.hợp với giới nữ đã có gia đình\n,,,,,,,,,,,,,,,,
cảm ứng nhảy, mẫu đẹp\n,,,,,,,,,,,,,,,,,,
Rẻ đẹp, chất lượng ok, chạy hệ điều hành mới nên có nhiều ứng dụng hay\n,,,,,,,,,,,,,,,,,
dc nhiều người ủng hộ vì 2 sim thôi.\n,,,,,,,,,,,,,,,,,,,
Thiết kế sắc xảo, nam tính thời trang và sang trọng.\n- Cấu hình cao, tích hợp nhiều tính năng mới và mạnh nhất trên thị trường\n- Màn hình sắc nét, rực rỡ cho cảm giác rất đẹp\n- Cảm ứng siêu nhạy giúp các thao tác mượt mà\n-Chạy game , ứng dụng mượt mà không độ trễ\n- Đa nhiệm cực ổn định và mượt mà\n- Với kho ứng dụng khổng lồ bạn chẵng bao giờ thiếu gì khi sỡ hữu s2\n- camera xuất sắc với hình ảnh, video chất lượng cao\n- hỗ trợ pin rời và thẻ nhớ ngoài giúp giải quyết 100% nỗi lo lớn nhất của người sử dụng\n- cảm giác cầm máy chắc chắn như nguyên khối.\n- giá thành cũng vừa phải\n- sử dụng ổn định cả về nghe gọi truyền thông và đa phương tiên\n- internet và mạng cộng đồng cực nhanh và ổn định\n-gps dẫn đường chính xác\n-giao diện đơn giản tối ưu và tiện dụng\n- hệ đều hành cực thông minh Android\nvà còn nhiều nữa các ưu điểm\n,,,,,,,,,,,,,,
Chụp tốc độ cực kỳ nhanh 8hình/s cho thể loại ảnh thể thao , panning, hệ thống lấy nét cực kỳ nhạy 19điểm. Body nặng to như 5D cầm vững sướng tay. Các tính năng mở rộng được tích hợp nhiều hơn so với dòng máy xxxD, và xxD, Thích nhất là tính năng khử noise, làm tốt những vùng quá sáng khi chụp hơi dư sáng\n,,,,,,,,,,,,,,
- Thiết kế sang trọng\n- Cấu hình mạnh mẽ\n- sử dụng ổn định\nNhược điểm:,,,,,,,,,,,,,,,,,,,
Thiết kế sang trọng, rất đẹp mắt\nmàn hình đẹp, cảm ứng điện dung rất nhạy\nnghe nhạc hay, camera chụp hình rất đẹp\nĐầy đủ những tính năng cao cấp\n,,,,,,,,,,,,,,,,
- Tốc độ mạnh mẽ.\n- Màn hình rực rỡ.\n- Máy rất nhẹ, mỏng.\n- Giao diện TouchWiz dễ dùng.\n- Camera 8.0 chụp ảnh rất net.\n,,,,,,,,,,,,,,,,,,
Máy thiết kế mỏng đẹp và rất sang trọng\n- Màn hình rộng công nghệ mới, coi phim HD rất nét\n- Cảm ứng đa điểm điện dung rất mượt\n- Chip CPU 2 nhân tốc độ nhanh, xử lý tốt, khi xử dụng cảm thấy rất thoải mái\n- Đầy đủ chức năng cao cấp: kết nối wifi, 3G, phim HD, camera chụp hình rất đẹp\n,,,,,,,,,,,,,
Máy bền, kiểu dáng đẹp,trọng lượng nhẹ,hiển thị chi tiết hình ảnh sắc nét,Máy kết nối 3.5G tải dữ liệu lên tới 10Mb/s, chụp ảnh camera 5.0 hỗ trợ đèn Flash, bộ nhớ trong lên tới 170M và hỗ trợ thẻ nhớ 8g\n,,,,,,,,,,,,,
Chơi game được.\n,,,,,,,,,,,,,,,,,,,
Nhỏ Gọn, nhiều tính năng phụ thú vị và hấp dẫn. vd: điểu khiển Laptop = E72 v.v.v\n,,,,,,,,,,,,,,,,,,
máy đựoc chan bị màn hình HD-IPS nên khả năng hiển thị tốt hình ảnh trung thực, GPU 320 ram 2GB nên máy rất mựot, nắp lưng chống bám văn tay.\n,,,,,,,,,,,,,,,,,
chụp nét,là máy ảnh chuyên nghiệp\n,,,,,,,,,,,,,,,,,,
- Động cơ mạnh mẽ (2.997L) được sản xuất tại HÀN QUỐC nên chất lượng tốt, bền bĩ, tiết kiệm nhiên liệu.\n- Dàn gầm tải nặng tốt, có hệ thống phanh theo tải trọng tạo an toàn cho người lái.\n- Thiết kế khoa học đẹp mắt.\n- Nội thất thiết kế hiện đại, khoa học tạo không gian rộng rãi cho tài xế nhưng vẫn đầy đủ tiện nghi như: quạt gió, radio, usb nghe nhạc...\n- Có thêm option máy lạnh.\n- Gía thành cạnh tranh.\n,,,,,,,,,,,,,
- Dung lượng RAM 1GB\n,,,,,,,,,,,,,,,,,,,
chức năng nhiều, cấu hình ổn\n,,,,,,,,,,,,,,,,,,
Cấu hình mạnh mẽ, cảm ứng mượt mà.\nThiết kế kim loại nguyên khối tinh tế, kiểu dáng mạnh mẽ.\nMàn hình sắc nét, cho chất lượng hiển thị trung thực.\nÂm thanh mạnh mẽ, sống động với Loa stereo kép (BoomSound).\nCamera cho chất lượng ảnh tốt, nhờ công nghệ UltraPixel.\nCập nhật thông tin liên tục trên màn hình chính với BlinkFeed.\nVới bộ vi xử lý Snapdragon 600 tốc độ1.7 GHz cùng với Ram 2GB cho bạn tha hồ lướt web, xem phim, chơi game ngay cả các game loại nặng vẫn chạy vô cùng mượt mà, không hề bị giật hay lag.\n,,,,,,,,,,,
Cấu hình cao. Thương hiệu được khẳng định, chế độ bảo hành tốt\n,,,,,,,,,,,,,,,,,,
Lumia 1320 gây chú ý với mức giá dễ chịu cùng pin dung lượng cao.\n,,,,,,,,,,,,,,,,,,,
thiết kế theo phong cách độc đáo,đầy đủ tính năng của một điện thoại hiện đại\n,,,,,,,,,,,,,,,,,,
xài rất tốt, bền đẹp\n,,,,,,,,,,,,,,,,,,
Đẹp , thích hợp cho các bạn nữ\n,,,,,,,,,,,,,,,,,,
-Máy rất đẹp, thiết kế bo tròn cầm rất thoải mái trong lòng bàn tay. Viền kim loại sáng bóng nhìn khá sang.\n-3g HSPA khá nhanh, wifi bắt tốt mặc dù hơi kém\n-Chíp 1gh chạy khá mượt, zoom ảnh xem ảnh tốt k lag tý nào\n-Chíp cao nên chụp ảnh nhanh nhạy, lướt web tốt ít bị đơ và màn hình trắng\n-Viền bo quanh phím 5 chiều phát sáng khi có tin nhắn hay cuộc gọi nhỡ rất đẹp nhé, tính năng đặc biệt đấy. Ngoài ra đèn nền bàn phím cũng rất đẹp.\n-Mới ra đầu năm nên chất lượng máy thì hoàn toàn yên tâm và đảm bảo.\n,,,,,,,,,,,,,,
Chạy tăng tốc nhanh, máy khẻo,êm\n,,,,,,,,,,,,,,,,,
Thiết kế đẹp, Camera 5.0 MP chụp hình rõ nét mang lại hình ảnh thật\nBộ nhớ 8G\n,,,,,,,,,,,,,,,,,,
đẹp\n,,,,,,,,,,,,,,,,,,,
Thiết kế đẹp, vỏ bằng kim loại, có khe cắm thẻ nhớ\nMàn hình Full HD 5,9 inch hiển thị tốt\nTích hợp bảo mật bằng vân tay\nLoa kép BoomSound\n,,,,,,,,,,,,,,,,
màn hình rộng, quay phim hd rất tốt, âm thanh hay, nghe nhạc đỉnh\n,,,,,,,,,,,,,,,,
Đẹp, bền, giá rẻ\n,,,,,,,,,,,,,,,,,
màn hình đẹp, thiết kế và công nghệ tiên tiến\n,,,,,,,,,,,,,,,,,,
thiết kế hợp thời trang, kiểu dáng trang nhã, dòng sản phẩm ưu việt dễ sử dụng.Độ phân giải cao,lướt web nhanh.Dễ sử dụng hơn iphone\n,,,,,,,,,,,,,,,,
Máy khá ngon, cấu hình không tệ lắm, chụp ảnh khá nét và đẹp, trong đêm cũng được.Tôi đã dùng thử rồi.\n,,,,,,,,,,,,,,,,
Giá cả hợp lý: 16.790.000 chưa ra giấy\nXác nặng đi đầm, nhất là khi ở 60k/h\nTem khá là bóng và đẹp\nMáy càng nóng chạy càng êm\nTiết kiệm xang 45k/l\nLà xe máy phổ thông nhưng trang bị lọc nhớt\nKhông bị nhái phụ tùng, hàng độc quyền\n,,,,,,,,,,,,,,,,,
Máy thiết kế tinh tế đẹp\nCảm ứng đa điểm nhạy\nPhần mềm ios xuất sắc\n,,,,,,,,,,,,,,,,,,,
Rất tuyệt về mẫu mã!\nứng dụng pro và không có gì bàn cải.\n,,,,,,,,,,,,,,,,,,,
cấu hình rất cao\npin dùn lâu\nmáy chạy trâu\n,,,,,,,,,,,,,,,,,,,
đẹp mắt\nMàn hình to-cảm ứng rất nhạy-vào web cực nhanh-xử lý game tốt,chụp hình đẹp\n,,,,,,,,,,,,,,,,,,
